,filename,width,height,class,xmin,ymin,xmax,ymax
38,200807183.jpg,528,396,plastic_bag,222.0,277.0,402.0,396.0
39,200807183.jpg,528,396,box,209.0,102.0,397.0,299.0
40,200807184.jpg,528,396,bowl,173.0,221.0,234.0,264.0
41,200807184.jpg,528,396,bowl,1.0,209.0,55.0,306.0
42,200807185.jpg,410,307,box,176.0,131.0,294.0,237.0
43,200807185.jpg,410,307,box,59.0,112.0,127.0,146.0
44,200807251.jpg,800,600,bottle,699.0,402.0,765.0,454.0
45,200807251.jpg,800,600,bottle,63.0,204.0,86.0,245.0
46,200807251.jpg,800,600,bowl,191.0,135.0,244.0,180.0
47,200807251.jpg,800,600,bucket,144.0,266.0,203.0,328.0
48,200807251.jpg,800,600,bucket,463.0,164.0,562.0,320.0
49,200807251.jpg,800,600,bucket,700.0,119.0,738.0,170.0
50,200807251.jpg,800,600,bucket,633.0,120.0,699.0,163.0
51,200807251.jpg,800,600,bowl,763.0,362.0,800.0,405.0
52,200807251.jpg,800,600,plastic_bag,376.0,392.0,474.0,456.0
53,200807251.jpg,800,600,bucket,183.0,360.0,357.0,482.0
54,200807251.jpg,800,600,bucket,684.0,144.0,725.0,176.0
55,200807251.jpg,800,600,bucket,65.0,307.0,180.0,478.0
56,200807251.jpg,800,600,bottle,50.0,196.0,65.0,249.0
57,200807251.jpg,800,600,bucket,219.0,179.0,257.0,266.0
58,200807251.jpg,800,600,bucket,89.0,81.0,167.0,178.0
59,2008072512.jpg,800,600,water_tower,368.0,28.0,557.0,373.0
60,2008072513.jpg,800,600,bucket,452.0,368.0,516.0,436.0
61,2008072513.jpg,800,600,bucket,418.0,355.0,467.0,406.0
62,2008072513.jpg,800,600,bottle,724.0,415.0,752.0,458.0
63,2008072513.jpg,800,600,plastic_bag,338.0,341.0,454.0,389.0
64,2008072513.jpg,800,600,box,420.0,304.0,499.0,357.0
65,2008072513.jpg,800,600,plastic_bag,1.0,329.0,449.0,600.0
66,2008072513.jpg,800,600,plastic_bag,571.0,227.0,800.0,391.0
67,2008072513.jpg,800,600,plastic_bag,590.0,337.0,718.0,480.0
68,200807255.jpg,800,600,washing_machine,451.0,314.0,524.0,429.0
69,200807255.jpg,800,600,plastic_bag,133.0,268.0,227.0,354.0
70,200807255.jpg,800,600,plastic_bag,203.0,303.0,275.0,400.0
71,200807255.jpg,800,600,plastic_bag,97.0,343.0,207.0,429.0
72,200807255.jpg,800,600,plastic_bag,265.0,339.0,367.0,432.0
73,200807255.jpg,800,600,plastic_bag,297.0,431.0,343.0,504.0
74,200807258.jpg,800,600,bucket,623.0,420.0,698.0,509.0
75,200807258.jpg,800,600,bucket,703.0,404.0,783.0,518.0
76,200808111.jpg,800,600,styrofoam,203.0,1.0,638.0,372.0
77,200808111.jpg,800,600,bottle,265.0,394.0,431.0,485.0
78,200808111.jpg,800,600,bottle,4.0,266.0,121.0,419.0
79,200808111.jpg,800,600,box,106.0,213.0,230.0,305.0
80,200808112.jpg,800,600,bucket,216.0,435.0,304.0,518.0
81,200808112.jpg,800,600,box,299.0,469.0,412.0,520.0
82,200808112.jpg,800,600,bowl,485.0,451.0,574.0,517.0
83,200808112.jpg,800,600,bottle,290.0,416.0,352.0,444.0
84,200808112.jpg,800,600,box,270.0,386.0,381.0,460.0
85,200808112.jpg,800,600,bowl,168.0,415.0,246.0,459.0
86,200808113.jpg,800,600,bucket,190.0,244.0,618.0,600.0
87,200808216.jpg,600,800,tire,96.0,460.0,285.0,717.0
88,200808216.jpg,600,800,tire,93.0,380.0,238.0,460.0
89,200808217.jpg,800,600,bucket,186.0,137.0,539.0,586.0
90,200808219.jpg,600,800,water_tower,511.0,174.0,566.0,249.0
91,200808219.jpg,600,800,water_tower,508.0,632.0,570.0,715.0
92,200808219.jpg,600,800,bucket,428.0,672.0,465.0,723.0
93,200808219.jpg,600,800,bucket,303.0,587.0,335.0,625.0
94,20080826.jpg,800,600,bucket,169.0,162.0,220.0,201.0
95,20080826.jpg,800,600,styrofoam,254.0,221.0,306.0,249.0
96,20080826.jpg,800,600,styrofoam,462.0,186.0,514.0,215.0
97,20080826.jpg,800,600,plastic_bag,207.0,374.0,443.0,600.0
98,20080826.jpg,800,600,plastic_bag,329.0,327.0,460.0,561.0
99,20080826.jpg,800,600,plastic_bag,142.0,349.0,325.0,425.0
100,20080826.jpg,800,600,plastic_bag,511.0,328.0,582.0,406.0
101,20080826.jpg,800,600,bucket,470.0,219.0,530.0,297.0
102,200808261.jpg,800,600,plastic_bag,369.0,152.0,462.0,288.0
103,200808261.jpg,800,600,plastic_bag,571.0,235.0,736.0,383.0
104,200808261.jpg,800,600,plastic_bag,273.0,270.0,357.0,346.0
105,200808261.jpg,800,600,plastic_bag,268.0,333.0,390.0,410.0
106,200808261.jpg,800,600,bucket,684.0,461.0,752.0,524.0
107,200808261.jpg,800,600,bucket,623.0,387.0,698.0,496.0
108,200808261.jpg,800,600,plastic_bag,80.0,8.0,398.0,152.0
109,200808262.jpg,800,600,bucket,528.0,378.0,700.0,586.0
110,200808262.jpg,800,600,bucket,363.0,132.0,398.0,178.0
111,200808262.jpg,800,600,styrofoam,417.0,141.0,459.0,172.0
112,200808262.jpg,800,600,bucket,514.0,252.0,648.0,428.0
113,200808268.jpg,800,600,water_tower,272.0,1.0,459.0,309.0
114,20080901.jpg,600,800,toilet,98.0,16.0,507.0,800.0
115,200809011.jpg,800,600,plastic_bag,205.0,248.0,514.0,441.0
116,200809011.jpg,800,600,plastic_bag,1.0,364.0,215.0,600.0
117,200809011.jpg,800,600,plate,252.0,418.0,464.0,512.0
118,200809051.jpg,800,600,tire,201.0,41.0,583.0,277.0
119,200809051.jpg,800,600,plastic_bag,100.0,88.0,251.0,340.0
120,20080909.jpg,800,600,box,84.0,361.0,271.0,500.0
121,20080909.jpg,800,600,bowl,648.0,106.0,720.0,170.0
122,20080909.jpg,800,600,bottle,262.0,178.0,339.0,240.0
123,20080915.jpg,800,600,bucket,311.0,349.0,393.0,446.0
124,20080915.jpg,800,600,bucket,327.0,408.0,410.0,513.0
125,20080915.jpg,800,600,bucket,416.0,350.0,493.0,441.0
126,20080915.jpg,800,600,bucket,421.0,416.0,504.0,525.0
127,20080915.jpg,800,600,bucket,360.0,470.0,455.0,590.0
128,20080915.jpg,800,600,bucket,505.0,449.0,597.0,564.0
129,20080915.jpg,800,600,bucket,499.0,385.0,581.0,491.0
130,200809152.jpg,800,600,bucket,146.0,221.0,307.0,446.0
131,200809152.jpg,800,600,bucket,110.0,435.0,322.0,600.0
132,200809152.jpg,800,600,bucket,547.0,116.0,644.0,210.0
133,200809152.jpg,800,600,bucket,186.0,107.0,286.0,230.0
134,200809152.jpg,800,600,bucket,488.0,83.0,546.0,202.0
135,200809152.jpg,800,600,bucket,175.0,8.0,277.0,122.0
136,200809152.jpg,800,600,bucket,675.0,76.0,731.0,151.0
137,200809152.jpg,800,600,bowl,340.0,29.0,488.0,79.0
138,2008092210.jpg,800,600,bucket,446.0,164.0,522.0,213.0
139,2008092210.jpg,800,600,tire,345.0,455.0,572.0,554.0
140,2008092210.jpg,800,600,plastic_bag,278.0,330.0,438.0,393.0
141,2008092210.jpg,800,600,plastic_bag,352.0,359.0,509.0,426.0
142,2008092212.jpg,800,600,bowl,439.0,427.0,579.0,547.0
143,2008092212.jpg,800,600,box,209.0,435.0,303.0,489.0
144,2008092212.jpg,800,600,bottle,368.0,506.0,454.0,600.0
145,2008092212.jpg,800,600,bottle,122.0,200.0,219.0,249.0
146,2008092212.jpg,800,600,bowl,103.0,130.0,204.0,203.0
147,200809223.jpg,307,410,bucket,112.0,260.0,144.0,292.0
148,200809226.jpg,800,600,bucket,307.0,255.0,720.0,600.0
149,200809226.jpg,800,600,bucket,1.0,323.0,302.0,600.0
150,200809228.jpg,800,600,bucket,418.0,418.0,501.0,526.0
151,200809228.jpg,800,600,bucket,338.0,379.0,407.0,473.0
152,200809228.jpg,800,600,bucket,284.0,351.0,349.0,443.0
153,200809228.jpg,800,600,bucket,350.0,315.0,417.0,405.0
154,200809228.jpg,800,600,bucket,415.0,346.0,482.0,444.0
155,200809228.jpg,800,600,bowl,427.0,330.0,465.0,367.0
156,200810011.jpg,240,320,toilet,31.0,15.0,193.0,320.0
157,200810015.jpg,320,240,water_tower,206.0,18.0,234.0,53.0
158,200810021.jpg,410,307,tire,137.0,152.0,196.0,192.0
159,200810021.jpg,410,307,tire,30.0,171.0,139.0,211.0
160,200810021.jpg,410,307,plastic_bag,82.0,220.0,333.0,307.0
161,200810021.jpg,410,307,plastic_bag,98.0,132.0,142.0,166.0
162,200810021.jpg,410,307,plastic_bag,224.0,133.0,249.0,149.0
163,200810021.jpg,410,307,plastic_bag,242.0,148.0,270.0,169.0
164,200810021.jpg,410,307,plastic_bag,203.0,156.0,240.0,173.0
165,200810021.jpg,410,307,plastic_bag,180.0,137.0,236.0,164.0
166,200810022.jpg,800,600,box,473.0,475.0,537.0,583.0
167,200810022.jpg,800,600,box,489.0,478.0,569.0,572.0
168,200810022.jpg,800,600,plastic_bag,551.0,277.0,668.0,404.0
169,200810022.jpg,800,600,plastic_bag,539.0,220.0,647.0,294.0
170,200810022.jpg,800,600,box,348.0,153.0,436.0,263.0
171,200810024.jpg,800,600,box,121.0,310.0,800.0,598.0
172,200811051.jpg,333,250,tire,243.0,171.0,273.0,191.0
173,200811051.jpg,333,250,bowl,47.0,178.0,75.0,204.0
174,200811051.jpg,333,250,bucket,92.0,160.0,122.0,186.0
175,200811051.jpg,333,250,styrofoam,5.0,176.0,40.0,190.0
176,2008110510.jpg,300,225,water_tower,61.0,1.0,220.0,167.0
177,2008110511.jpg,800,600,tire,438.0,48.0,715.0,165.0
178,2008110511.jpg,800,600,tire,433.0,154.0,709.0,282.0
179,2008110511.jpg,800,600,tire,427.0,251.0,702.0,393.0
180,2008110511.jpg,800,600,tire,413.0,333.0,699.0,493.0
181,2008110511.jpg,800,600,tire,417.0,438.0,702.0,564.0
182,2008110511.jpg,800,600,tire,1.0,8.0,181.0,92.0
183,2008110511.jpg,800,600,tire,1.0,76.0,197.0,169.0
184,2008110511.jpg,800,600,tire,1.0,157.0,187.0,244.0
185,2008110511.jpg,800,600,tire,1.0,241.0,194.0,325.0
186,2008110511.jpg,800,600,tire,1.0,311.0,189.0,388.0
187,2008110511.jpg,800,600,tire,1.0,363.0,188.0,462.0
188,2008110511.jpg,800,600,tire,1.0,413.0,197.0,538.0
189,2008110511.jpg,800,600,tire,1.0,507.0,186.0,599.0
190,2008110511.jpg,800,600,tire,269.0,126.0,427.0,203.0
191,2008110511.jpg,800,600,tire,184.0,155.0,294.0,230.0
192,2008110511.jpg,800,600,tire,190.0,217.0,303.0,296.0
193,2008110511.jpg,800,600,tire,187.0,277.0,301.0,352.0
194,2008110511.jpg,800,600,tire,188.0,342.0,297.0,422.0
195,2008110511.jpg,800,600,tire,189.0,381.0,308.0,479.0
196,2008110518.jpg,320,240,bucket,12.0,44.0,152.0,204.0
197,2008110518.jpg,320,240,bucket,169.0,74.0,320.0,236.0
198,200811052.jpg,800,600,bowl,195.0,103.0,709.0,595.0
199,200811054.jpg,320,240,bucket,70.0,88.0,106.0,144.0
200,200811054.jpg,320,240,bucket,191.0,47.0,271.0,178.0
201,200811054.jpg,320,240,bucket,273.0,64.0,289.0,86.0
202,200811054.jpg,320,240,bucket,88.0,7.0,138.0,67.0
203,200811056.jpg,800,600,box,229.0,195.0,522.0,502.0
204,200811056.jpg,800,600,bucket,544.0,491.0,662.0,600.0
205,200811056.jpg,800,600,bucket,506.0,462.0,661.0,600.0
206,200811056.jpg,800,600,bucket,467.0,421.0,673.0,600.0
207,200811056.jpg,800,600,toilet,351.0,109.0,719.0,600.0
208,200811056.jpg,800,600,tire,1.0,444.0,354.0,600.0
209,20081109.jpg,307,230,water_tower,29.0,1.0,239.0,200.0
210,200811101.jpg,800,600,bowl,428.0,396.0,525.0,475.0
211,20081111.jpg,800,600,tire,289.0,54.0,515.0,500.0
212,20081111.jpg,800,600,tire,248.0,48.0,496.0,496.0
213,2008111110.jpg,800,600,bottle,637.0,331.0,696.0,369.0
214,2008111110.jpg,800,600,bottle,728.0,325.0,786.0,361.0
215,2008111110.jpg,800,600,bottle,376.0,453.0,407.0,498.0
216,200811112.jpg,640,480,bowl,349.0,174.0,468.0,294.0
217,200811113.jpg,640,480,plastic_bag,282.0,65.0,442.0,323.0
218,200811113.jpg,640,480,bucket,239.0,424.0,295.0,480.0
219,20081112.jpg,800,600,plate,602.0,30.0,701.0,64.0
220,20081112.jpg,800,600,plate,604.0,143.0,707.0,185.0
221,20081112.jpg,800,600,plate,499.0,120.0,615.0,162.0
222,20081112.jpg,800,600,plate,471.0,59.0,574.0,93.0
223,20081112.jpg,800,600,plate,496.0,99.0,587.0,126.0
224,20081112.jpg,800,600,bowl,78.0,279.0,162.0,356.0
225,20081112.jpg,800,600,bowl,126.0,329.0,231.0,436.0
226,20081112.jpg,800,600,bowl,226.0,346.0,334.0,451.0
227,20081112.jpg,800,600,bowl,354.0,328.0,460.0,420.0
228,20081112.jpg,800,600,bowl,453.0,313.0,547.0,396.0
229,20081112.jpg,800,600,bowl,161.0,258.0,252.0,341.0
230,20081112.jpg,800,600,bowl,137.0,195.0,216.0,250.0
231,20081112.jpg,800,600,bowl,172.0,220.0,250.0,273.0
232,20081112.jpg,800,600,bowl,236.0,229.0,323.0,297.0
233,20081112.jpg,800,600,bowl,325.0,280.0,423.0,355.0
234,20081112.jpg,800,600,bowl,320.0,236.0,407.0,299.0
235,20081112.jpg,800,600,bowl,377.0,204.0,459.0,270.0
236,20081112.jpg,800,600,bowl,455.0,222.0,512.0,279.0
237,20081112.jpg,800,600,bowl,395.0,133.0,466.0,181.0
238,20081112.jpg,800,600,bowl,348.0,137.0,397.0,183.0
239,20081112.jpg,800,600,bowl,317.0,122.0,366.0,162.0
240,20081112.jpg,800,600,bowl,196.0,181.0,267.0,230.0
241,20081112.jpg,800,600,bowl,233.0,163.0,302.0,214.0
242,20081112.jpg,800,600,bowl,288.0,197.0,368.0,253.0
243,20081112.jpg,800,600,plate,452.0,153.0,551.0,215.0
244,20081112.jpg,800,600,bowl,528.0,198.0,601.0,271.0
245,20081112.jpg,800,600,plate,423.0,289.0,490.0,328.0
246,20081112.jpg,800,600,bowl,457.0,393.0,545.0,456.0
247,20081112.jpg,800,600,bowl,361.0,406.0,459.0,479.0
248,20081112.jpg,800,600,bowl,268.0,414.0,355.0,488.0
249,20081112.jpg,800,600,bowl,161.0,422.0,249.0,474.0
250,200811124.jpg,640,480,styrofoam,579.0,244.0,640.0,365.0
251,200811124.jpg,640,480,box,270.0,64.0,610.0,440.0
252,200811124.jpg,640,480,box,5.0,73.0,305.0,444.0
253,200811134.jpg,800,600,water_tower,268.0,394.0,330.0,485.0
254,200811134.jpg,800,600,water_tower,435.0,158.0,475.0,215.0
255,200811135.jpg,281,211,plastic_bag,51.0,96.0,209.0,211.0
256,200811135.jpg,281,211,plastic_bag,31.0,56.0,156.0,96.0
257,200811137.jpg,800,600,water_tower,89.0,34.0,286.0,285.0
258,2008111412.jpg,640,480,tire,3.0,351.0,85.0,393.0
259,2008111412.jpg,640,480,tire,1.0,387.0,81.0,423.0
260,2008111412.jpg,640,480,tire,89.0,336.0,170.0,375.0
261,2008111412.jpg,640,480,tire,42.0,275.0,114.0,313.0
262,2008111412.jpg,640,480,tire,37.0,299.0,102.0,338.0
263,2008111412.jpg,640,480,bucket,185.0,287.0,236.0,341.0
264,2008111412.jpg,640,480,bottle,494.0,441.0,523.0,468.0
265,2008111412.jpg,640,480,bottle,465.0,437.0,494.0,464.0
266,2008111412.jpg,640,480,bottle,434.0,435.0,464.0,459.0
267,2008111412.jpg,640,480,bottle,400.0,428.0,430.0,452.0
268,2008111415.jpg,640,480,bucket,360.0,257.0,501.0,453.0
269,2008111415.jpg,640,480,bucket,441.0,332.0,600.0,480.0
270,2008111415.jpg,640,480,bucket,120.0,48.0,177.0,116.0
271,2008111415.jpg,640,480,bucket,162.0,38.0,217.0,109.0
272,2008111415.jpg,640,480,styrofoam,301.0,37.0,381.0,199.0
273,2008111415.jpg,640,480,styrofoam,395.0,121.0,640.0,304.0
274,2008111415.jpg,640,480,styrofoam,40.0,30.0,106.0,69.0
275,2008111415.jpg,640,480,styrofoam,101.0,14.0,166.0,56.0
276,2008111415.jpg,640,480,bowl,231.0,198.0,351.0,321.0
277,200811143.jpg,800,600,bowl,356.0,271.0,433.0,341.0
278,200811143.jpg,800,600,bucket,397.0,339.0,443.0,394.0
279,200811143.jpg,800,600,bucket,411.0,380.0,467.0,447.0
280,200811143.jpg,800,600,bucket,438.0,392.0,556.0,529.0
281,200811146.jpg,240,180,bowl,33.0,53.0,55.0,70.0
282,200811146.jpg,240,180,bowl,41.0,61.0,69.0,77.0
283,200811147.jpg,800,600,styrofoam,531.0,415.0,679.0,573.0
284,200811147.jpg,800,600,bucket,480.0,299.0,594.0,480.0
285,200811147.jpg,800,600,plastic_bag,370.0,319.0,422.0,375.0
286,200811147.jpg,800,600,styrofoam,209.0,412.0,317.0,525.0
287,200811156.jpg,640,480,water_tower,308.0,98.0,324.0,124.0
288,200811156.jpg,640,480,water_tower,324.0,99.0,341.0,125.0
289,200811156.jpg,640,480,water_tower,178.0,87.0,199.0,120.0
290,200811156.jpg,640,480,water_tower,552.0,168.0,568.0,189.0
291,200811157.jpg,640,480,water_tower,51.0,45.0,148.0,198.0
292,20081116.jpg,800,600,bucket,526.0,546.0,630.0,600.0
293,20081116.jpg,800,600,bottle,261.0,407.0,311.0,495.0
294,2008111610.jpg,281,211,plastic_bag,38.0,133.0,202.0,191.0
295,2008111610.jpg,281,211,plastic_bag,24.0,90.0,143.0,131.0
296,2008111610.jpg,281,211,bucket,141.0,52.0,160.0,65.0
297,2008111610.jpg,281,211,bucket,84.0,54.0,104.0,70.0
298,200811167.jpg,640,480,bowl,128.0,68.0,567.0,469.0
299,200811167.jpg,640,480,plate,509.0,26.0,602.0,115.0
300,200811168.jpg,281,211,box,121.0,79.0,250.0,183.0
301,200811183.jpg,640,480,aquarium,119.0,1.0,566.0,439.0
302,200811183.jpg,640,480,plastic_bag,364.0,201.0,640.0,469.0
303,2008111912.jpg,800,600,bucket,561.0,157.0,606.0,215.0
304,2008111913.jpg,800,600,bucket,1.0,300.0,141.0,441.0
305,2008111913.jpg,800,600,bowl,289.0,310.0,574.0,582.0
306,2008111917.jpg,640,480,water_tower,2.0,1.0,426.0,480.0
307,2008111917.jpg,640,480,styrofoam,513.0,367.0,595.0,418.0
308,2008111917.jpg,640,480,box,532.0,290.0,639.0,478.0
309,2008111924.jpg,640,480,water_tower,3.0,86.0,12.0,100.0
310,2008111924.jpg,640,480,water_tower,29.0,87.0,38.0,99.0
311,2008111924.jpg,640,480,water_tower,42.0,85.0,55.0,101.0
312,2008111924.jpg,640,480,plastic_bag,2.0,381.0,107.0,480.0
313,2008111926.jpg,640,480,bucket,536.0,279.0,640.0,400.0
314,2008111926.jpg,640,480,bottle,560.0,386.0,628.0,414.0
315,2008111926.jpg,640,480,bottle,544.0,214.0,585.0,250.0
316,2008111926.jpg,640,480,bottle,222.0,316.0,274.0,371.0
317,2008111926.jpg,640,480,bottle,245.0,361.0,317.0,419.0
318,2008111926.jpg,640,480,bottle,445.0,358.0,484.0,386.0
319,2008111926.jpg,640,480,plastic_bag,301.0,283.0,408.0,380.0
320,200811196.jpg,640,480,toilet,142.0,1.0,640.0,480.0
321,200811197.jpg,640,480,bucket,619.0,378.0,640.0,407.0
322,200811197.jpg,640,480,plastic_bag,268.0,369.0,323.0,427.0
323,200811197.jpg,640,480,bowl,447.0,387.0,475.0,411.0
324,200811197.jpg,640,480,bowl,592.0,375.0,613.0,397.0
325,200811197.jpg,640,480,bowl,314.0,382.0,352.0,417.0
326,200811198.jpg,640,480,box,518.0,297.0,636.0,386.0
327,20081120.jpg,199,478,water_tower,101.0,363.0,141.0,391.0
328,200811201.jpg,640,480,tub,1.0,42.0,570.0,454.0
329,200811201.jpg,640,480,box,469.0,261.0,543.0,353.0
330,200811201.jpg,640,480,bottle,482.0,69.0,576.0,191.0
331,200811203.jpg,640,480,bucket,222.0,253.0,309.0,365.0
332,200811203.jpg,640,480,bucket,250.0,363.0,321.0,471.0
333,200811203.jpg,640,480,bucket,335.0,435.0,393.0,480.0
334,200811203.jpg,640,480,bucket,506.0,207.0,546.0,248.0
335,200811203.jpg,640,480,bucket,301.0,269.0,356.0,337.0
336,200811203.jpg,640,480,bottle,447.0,243.0,469.0,272.0
337,200811203.jpg,640,480,plastic_bag,576.0,198.0,613.0,230.0
338,200811208.jpg,640,480,bottle,177.0,346.0,212.0,379.0
339,200811208.jpg,640,480,bottle,216.0,337.0,246.0,368.0
340,200811208.jpg,640,480,bottle,386.0,366.0,406.0,394.0
341,200811208.jpg,640,480,bottle,201.0,423.0,243.0,477.0
342,200811208.jpg,640,480,plastic_bag,251.0,364.0,310.0,395.0
343,200811214.jpg,640,480,bucket,353.0,313.0,402.0,379.0
344,200811215.jpg,640,480,tire,457.0,240.0,640.0,479.0
345,200811217.jpg,640,480,bottle,241.0,112.0,297.0,200.0
346,200811217.jpg,640,480,bottle,299.0,339.0,450.0,465.0
347,200811217.jpg,640,480,plastic_bag,302.0,226.0,369.0,311.0
348,200811228.jpg,640,480,bucket,245.0,179.0,386.0,345.0
349,200811228.jpg,640,480,plastic_bag,1.0,140.0,247.0,397.0
350,200811229.jpg,640,480,bucket,88.0,218.0,197.0,305.0
351,200811229.jpg,640,480,bucket,357.0,197.0,438.0,262.0
352,2008112324.jpg,800,600,water_tower,94.0,2.0,446.0,478.0
353,2008112326.jpg,800,600,bottle,446.0,338.0,479.0,362.0
354,2008112327.jpg,720,540,tire,87.0,327.0,278.0,481.0
355,2008112327.jpg,720,540,tire,256.0,330.0,477.0,486.0
356,2008112328.jpg,800,600,bucket,544.0,354.0,687.0,498.0
357,2008112328.jpg,800,600,bucket,46.0,246.0,103.0,349.0
358,2008112328.jpg,800,600,bowl,626.0,298.0,718.0,349.0
359,2008112331.jpg,640,480,water_tower,505.0,1.0,593.0,101.0
360,2008112333.jpg,640,480,bucket,292.0,356.0,354.0,427.0
361,2008112333.jpg,640,480,bucket,506.0,186.0,531.0,212.0
362,2008112333.jpg,640,480,plastic_bag,301.0,328.0,461.0,430.0
363,2008112333.jpg,640,480,plastic_bag,1.0,247.0,292.0,480.0
364,2008112333.jpg,640,480,plastic_bag,290.0,238.0,537.0,331.0
365,2008112342.jpg,640,480,bucket,198.0,203.0,279.0,322.0
366,2008112342.jpg,640,480,bucket,353.0,394.0,474.0,480.0
367,2008112342.jpg,640,480,styrofoam,186.0,61.0,282.0,134.0
368,2008112342.jpg,640,480,styrofoam,259.0,38.0,306.0,118.0
369,2008112342.jpg,640,480,styrofoam,241.0,173.0,370.0,303.0
370,2008112342.jpg,640,480,box,332.0,59.0,407.0,98.0
371,2008112342.jpg,640,480,plate,398.0,303.0,475.0,359.0
372,200811239.jpg,192,144,bucket,112.0,33.0,189.0,130.0
373,200811239.jpg,192,144,bucket,63.0,51.0,87.0,77.0
374,200811239.jpg,192,144,bucket,73.0,85.0,96.0,107.0
375,2008112413.jpg,640,481,bowl,33.0,331.0,97.0,386.0
376,2008112414.jpg,800,601,bowl,259.0,237.0,554.0,536.0
377,2008112417.jpg,480,360,water_tower,95.0,37.0,385.0,357.0
378,200811242.jpg,640,480,box,96.0,368.0,209.0,454.0
379,200811242.jpg,640,480,bottle,337.0,224.0,362.0,266.0
380,200811242.jpg,640,480,bottle,386.0,285.0,449.0,332.0
381,200811242.jpg,640,480,plastic_bag,236.0,219.0,309.0,289.0
382,200811242.jpg,640,480,box,207.0,49.0,297.0,152.0
383,200811242.jpg,640,480,bowl,179.0,221.0,227.0,267.0
384,2008112510.jpg,640,480,bucket,65.0,188.0,504.0,480.0
385,2008112512.jpg,480,640,bucket,138.0,281.0,210.0,440.0
386,2008112512.jpg,480,640,bucket,104.0,338.0,177.0,523.0
387,200811253.jpg,320,240,box,27.0,19.0,298.0,237.0
388,200811258.jpg,480,360,water_tower,91.0,37.0,411.0,360.0
389,20081126.jpg,640,481,bowl,291.0,238.0,377.0,318.0
390,2008112617.jpg,800,600,bucket,194.0,332.0,327.0,497.0
391,2008112617.jpg,800,600,bucket,589.0,249.0,670.0,303.0
392,2008112617.jpg,800,600,plastic_bag,318.0,323.0,446.0,420.0
393,2008112617.jpg,800,600,bowl,321.0,458.0,381.0,513.0
394,2008112619.jpg,640,480,bucket,227.0,235.0,359.0,370.0
395,2008112619.jpg,640,480,bucket,454.0,142.0,598.0,233.0
396,2008112619.jpg,640,480,bucket,365.0,217.0,500.0,337.0
397,2008112619.jpg,640,480,plastic_bag,449.0,61.0,628.0,180.0
398,200811262.jpg,640,481,bucket,375.0,307.0,512.0,481.0
399,200811262.jpg,640,481,bucket,167.0,114.0,187.0,154.0
400,200811263.jpg,640,480,styrofoam,51.0,319.0,273.0,480.0
401,200811263.jpg,640,480,toilet,54.0,206.0,193.0,302.0
